run_id	phase	setting	shift_family	severity	application_mode	shift_seed	max_samples
phase1full_clean_all_contrast_s2_all_shifted_seed0	phase1full	clean_all	contrast	s2	all_shifted	0	
phase1full_clean_all_contrast_stress_all_shifted_seed0	phase1full	clean_all	contrast	stress	all_shifted	0	
phase1full_clean_all_motion_blur_s2_all_shifted_seed0	phase1full	clean_all	motion_blur	s2	all_shifted	0	
phase1full_clean_all_motion_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_stress_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	stress	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_s2_all_shifted_seed0	phase1full	clean_all	defocus_blur	s2	all_shifted	0	
phase1full_clean_all_defocus_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_stress_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	stress	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_s2_all_shifted_seed0	phase1full	clean_all	jpeg	s2	all_shifted	0	
phase1full_clean_all_jpeg_s3_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s3	rsu_shifted_only	0	
phase1full_clean_all_jpeg_stress_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	stress	vehicle_shifted_only	0	
phase1full_clean_all_fog_s2_all_shifted_seed0	phase1full	clean_all	fog	s2	all_shifted	0	
phase1full_clean_all_fog_s3_rsu_shifted_only_seed0	phase1full	clean_all	fog	s3	rsu_shifted_only	0	
phase1full_clean_all_fog_stress_vehicle_shifted_only_seed0	phase1full	clean_all	fog	stress	vehicle_shifted_only	0	
phase1full_clean_all_rain_s2_all_shifted_seed0	phase1full	clean_all	rain	s2	all_shifted	0	
phase1full_clean_all_rain_s3_rsu_shifted_only_seed0	phase1full	clean_all	rain	s3	rsu_shifted_only	0	
phase1full_clean_all_rain_stress_vehicle_shifted_only_seed0	phase1full	clean_all	rain	stress	vehicle_shifted_only	0	
phase1full_clean_all_snow_s2_all_shifted_seed0	phase1full	clean_all	snow	s2	all_shifted	0	
phase1full_clean_all_snow_s3_rsu_shifted_only_seed0	phase1full	clean_all	snow	s3	rsu_shifted_only	0	
